Branch,Client,balance_account,balance
18208,83527,3317,28557524.71
18209,83528,3317,28572468.29
18210,83529,3317,28587411.88
18211,83530,3317,28602355.46
18212,83531,3317,28617299.05
18213,83532,3317,28632242.63
18214,83533,3317,28647186.22
18215,83534,3317,28662129.8
18216,83535,3317,28677073.39
18217,83536,3317,28692016.97
18218,83537,3317,28706960.55
18219,83538,3317,28721904.14
18220,83539,3317,28736847.72
18221,83540,3317,28751791.31
18222,83541,3317,28766734.89
18223,83542,3317,28781678.48
18224,83543,3317,28796622.06
18225,83544,3317,28811565.65
18226,83545,3317,28826509.23
18227,83546,3317,28841452.82
18228,83547,3317,28856396.4
18229,83548,3317,28871339.98
18230,83549,3317,28886283.57
18231,83550,3317,28901227.15
18232,83551,3317,28916170.74
18233,83552,3317,28931114.32
18234,83553,3317,28946057.91
18235,83554,3317,28961001.49
18236,83555,3317,28975945.08
18237,83556,3317,28990888.66
18238,83557,3317,29005832.24
18239,83558,3317,29020775.83
18240,83559,3317,29035719.41
18241,83560,3317,29050663
18242,83561,3317,29065606.58
18243,83562,3317,29080550.17
18244,83563,3317,29095493.75
18245,83564,3317,29110437.34
18246,83565,3317,29125380.92
18247,83566,3317,29140324.5
18248,83567,3317,29155268.09
18249,83568,3317,29170211.67
18250,83569,3317,29185155.26
18251,83570,3317,29200098.84
18252,83571,3317,29215042.43
18253,83572,3317,29229986.01
18254,83573,3317,29244929.6
18255,83574,3317,29259873.18
18256,83575,3317,29274816.76
18257,83576,3317,29289760.35
18258,83577,3317,29304703.93
18259,83578,3317,29319647.52
18260,83579,3317,29334591.1
18261,83580,3317,29349534.69
18262,83581,3317,29364478.27
18263,83582,3317,29379421.86
18264,83583,3317,29394365.44
18265,83584,3317,29409309.02
18266,83585,3317,29424252.61
18267,83586,3317,29439196.19
18268,83587,3317,29454139.78
18269,83588,3317,29469083.36
18270,83589,3317,29484026.95
18271,83590,3317,29498970.53
18272,83591,3317,29513914.12
18273,83592,3317,29528857.7
18274,83593,3317,29543801.28
18275,83594,3317,29558744.87
18276,83595,3317,29573688.45
18277,83596,3317,29588632.04
18278,83597,3317,29603575.62
18279,83598,3317,29618519.21
18280,83599,3317,29633462.79
18281,83600,3317,29648406.38
18282,83601,3317,29663349.96
18283,83602,3317,29678293.54
18284,83603,3317,29693237.13
18285,83604,3317,29708180.71
18286,83605,3317,29723124.3
18287,83606,3317,29738067.88
18288,83607,3317,29753011.47
18289,83608,3317,29767955.05
18290,83609,3317,29782898.64
18291,83610,3317,29797842.22
18292,83611,3317,29812785.8
18293,83612,3317,29827729.39
18294,83613,3317,29842672.97
18295,83614,3317,29857616.56
18296,83615,3317,29872560.14
18297,83616,3317,29887503.73
18298,83617,3317,29902447.31
18299,83618,3317,29917390.9
18300,83619,3317,29932334.48
18301,83620,3317,29947278.06
18302,83621,3317,29962221.65
18303,83622,3317,29977165.23
18304,83623,3317,29992108.82
18305,83624,3317,30007052.4
18306,83625,3317,30021995.99
18307,83626,3317,30036939.57
18308,83627,3317,30051883.16
18309,83628,3317,30066826.74
18310,83629,3317,30081770.32
18311,83630,3317,30096713.91
18312,83631,3317,30111657.49
18313,83632,3317,30126601.08
18314,83633,3317,30141544.66
18315,83634,3317,30156488.25
18316,83635,3317,30171431.83
18317,83636,3317,30186375.42
18318,83637,3317,30201319
18319,83638,3317,30216262.58
18320,83639,3317,30231206.17
18321,83640,3317,30246149.75
18322,83641,3317,30261093.34
18323,83642,3317,30276036.92
18324,83643,3317,30290980.51
18325,83644,3317,30305924.09
18326,83645,3317,30320867.68
18327,83646,3317,30335811.26
18328,83647,3317,30350754.84
18329,83648,3317,30365698.43
18330,83649,3317,30380642.01
18331,83650,3317,30395585.6
18332,83651,3317,30410529.18
18333,83652,3317,30425472.77
18334,83653,3317,30440416.35
18335,83654,3317,30455359.94
18336,83655,3317,30470303.52
18337,83656,3317,30485247.1
18338,83657,3317,30500190.69
18339,83658,3317,30515134.27
18340,83659,3317,30530077.86
18341,83660,3317,30545021.44
18342,83661,3317,30559965.03
18343,83662,3317,30574908.61
18344,83663,3317,30589852.2
18345,83664,3317,30604795.78
18346,83665,3317,30619739.36
18347,83666,3317,30634682.95
18348,83667,3317,30649626.53
18349,83668,3317,30664570.12
18350,83669,3317,30679513.7
18351,83670,3317,30694457.29
18352,83671,3317,30709400.87
18353,83672,3317,30724344.46
18354,83673,3317,30739288.04
18355,83674,3317,30754231.62
18356,83675,3317,30769175.21
18357,83676,3317,30784118.79
18358,83677,3317,30799062.38
18359,83678,3317,30814005.96
18360,83679,3317,30828949.55
18361,83680,3317,30843893.13
18362,83681,3317,30858836.72
18363,83682,3317,30873780.3
18364,83683,3317,30888723.88
18365,83684,3317,30903667.47
18366,83685,3317,30918611.05
18367,83686,3317,30933554.64
18368,83687,3317,30948498.22
18369,83688,3317,30963441.81
18370,83689,3317,30978385.39
18371,83690,3317,30993328.98
18372,83691,3317,31008272.56
18373,83692,3317,31023216.14
18374,83693,3317,31038159.73
18375,83694,3317,31053103.31
18376,83695,3317,31068046.9
18377,83696,3317,31082990.48
18378,83697,3317,31097934.07
18379,83698,3317,31112877.65
18380,83699,3317,31127821.24
18381,83700,3317,31142764.82
18382,83701,3317,31157708.4
18383,83702,3317,31172651.99
18384,83703,3317,31187595.57
18385,83704,3317,31202539.16
18386,83705,3317,31217482.74
18387,83706,3317,31232426.33
18388,83707,3317,31247369.91
18389,83708,3317,31262313.5
18390,83709,3317,31277257.08
18391,83710,3317,31292200.67
18392,83711,3317,31307144.25
18393,83712,3317,31322087.83
18394,83713,3317,31337031.42
18395,83714,3317,31351975
18396,83715,3317,31366918.59
18397,83716,3317,31381862.17
18398,83717,3317,31396805.76
18399,83718,3317,31411749.34
18400,83719,3317,31426692.93
18401,83720,3317,31441636.51
18402,83721,3317,31456580.09
18403,83722,3317,31471523.68
18404,83723,3317,31486467.26
18405,83724,3317,31501410.85
18406,83725,3317,31516354.43
18407,83726,3317,31531298.02
18408,83727,3317,31546241.6
18409,83728,3317,31561185.19
18410,83729,3317,31576128.77
18411,83730,3317,31591072.35
18412,83731,3317,31606015.94
18413,83732,3317,31620959.52
18414,83733,3317,31635903.11
18415,83734,3317,31650846.69
18416,83735,3317,31665790.28
18417,83736,3317,31680733.86
18418,83737,3317,31695677.45
18419,83738,3317,31710621.03
18420,83739,3317,31725564.61
18421,83740,3317,31740508.2
18422,83741,3317,31755451.78
18423,83742,3317,31770395.37
18424,83743,3317,31785338.95
18425,83744,3317,31800282.54
18426,83745,3317,31815226.12
18427,83746,3317,31830169.71
18428,83747,3317,31845113.29
18429,83748,3317,31860056.87
18430,83749,3317,31875000.46
18431,83750,3317,31889944.04
18432,83751,3317,31904887.63
18433,83752,3317,31919831.21
18434,83753,3317,31934774.8
18435,83754,3317,31949718.38
18436,83755,3317,31964661.97
18437,83756,3317,31979605.55
18438,83757,3317,31994549.13
18439,83758,3317,32009492.72
18440,83759,3317,32024436.3
18441,83760,3317,32039379.89
18442,83761,3317,32054323.47
18443,83762,3317,32069267.06
18444,83763,3317,32084210.64
18445,83764,3317,32099154.23
18446,83765,3317,32114097.81
18447,83766,3317,32129041.39
18448,83767,3317,32143984.98
18449,83768,3317,32158928.56
18450,83769,3317,32173872.15
18451,83770,3317,32188815.73
18452,83771,3317,32203759.32
18453,83772,3317,32218702.9
18454,83773,3317,32233646.49
18455,83774,3317,32248590.07
18456,83775,3317,32263533.65
18457,83776,3317,32278477.24
18458,83777,3317,32293420.82
18459,83778,3317,32308364.41
18460,83779,3317,32323307.99
18461,83780,3317,32338251.58
18462,83781,3317,32353195.16
18463,83782,3317,32368138.75
18464,83783,3317,32383082.33
18465,83784,3317,32398025.91
18466,83785,3317,32412969.5
18467,83786,3317,32427913.08
18468,83787,3317,32442856.67
18469,83788,3317,32457800.25
18470,83789,3317,32472743.84
18471,83790,3317,32487687.42
18472,83791,3317,32502631.01
18473,83792,3317,32517574.59
18474,83793,3317,32532518.17
18475,83794,3317,32547461.76
18476,83795,3317,32562405.34
18477,83796,3317,32577348.93
18478,83797,3317,32592292.51
18479,83798,3317,32607236.1
18480,83799,3317,32622179.68
18481,83800,3317,32637123.27
18482,83801,3317,32652066.85
18483,83802,3317,32667010.43
18484,83803,3317,32681954.02
18485,83804,3317,32696897.6
18486,83805,3317,32711841.19
18487,83806,3317,32726784.77
18488,83807,3317,32741728.36
18489,83808,3317,32756671.94
18490,83809,3317,32771615.53
18491,83810,3317,32786559.11
18492,83811,3317,32801502.69
18493,83812,3317,32816446.28
18494,83813,3317,32831389.86
18495,83814,3317,32846333.45
18496,83815,3317,32861277.03
18497,83816,3317,32876220.62
18498,83817,3317,32891164.2
18499,83818,3317,32906107.79
18500,83819,3317,32921051.37
18501,83820,3317,32935994.95
18502,83821,3317,32950938.54
18503,83822,3317,32965882.12
18504,83823,3317,32980825.71
18505,83824,3317,32995769.29
18506,83825,3317,33010712.88
18507,83826,3317,33025656.46
18508,83827,3317,33040600.05
18509,83828,3317,33055543.63
18510,83829,3317,33070487.21
18511,83830,3317,33085430.8
18512,83831,3317,33100374.38
18513,83832,3317,33115317.97
18514,83833,3317,33130261.55
18515,83834,3317,33145205.14
18516,83835,3317,33160148.72
18517,83836,3317,33175092.31
18518,83837,3317,33190035.89
18519,83838,3317,33204979.47
18520,83839,3317,33219923.06
18521,83840,3317,33234866.64
18522,83841,3317,33249810.23
18523,83842,3317,33264753.81
18524,83843,3317,33279697.4
18525,83844,3317,33294640.98
18526,83845,3317,33309584.57
18527,83846,3317,33324528.15
18528,83847,3317,33339471.73
18529,83848,3317,33354415.32
18530,83849,3317,33369358.9
18531,83850,3317,33384302.49
18532,83851,3317,33399246.07
18533,83852,3317,33414189.66
18534,83853,3317,33429133.24
18535,83854,3317,33444076.83
18536,83855,3317,33459020.41
18537,83856,3317,33473963.99
18538,83857,3317,33488907.58
18539,83858,3317,33503851.16
18540,83859,3317,33518794.75
18541,83860,3317,33533738.33
18542,83861,3317,33548681.92
18543,83862,3317,33563625.5
18544,83863,3317,33578569.09
18545,83864,3317,33593512.67
18546,83865,3317,33608456.26
18547,83866,3317,33623399.84
18548,83867,3317,33638343.42
18549,83868,3317,33653287.01
18550,83869,3317,33668230.59
18551,83870,3317,33683174.18
18552,83871,3317,33698117.76
18553,83872,3317,33713061.35
18554,83873,3317,33728004.93
18555,83874,3317,33742948.52
18556,83875,3317,33757892.1
18557,83876,3317,33772835.68
18558,83877,3317,33787779.27
18559,83878,3317,33802722.85
18560,83879,3317,33817666.44
18561,83880,3317,33832610.02
18562,83881,3317,33847553.61
18563,83882,3317,33862497.19
18564,83883,3317,33877440.78
18565,83884,3317,33892384.36
18566,83885,3317,33907327.94
18567,83886,3317,33922271.53
18568,83887,3317,33937215.11
18569,83888,3317,33952158.7
18570,83889,3317,33967102.28
18571,83890,3317,33982045.87
18572,83891,3317,33996989.45
18573,83892,3317,34011933.04
18574,83893,3317,34026876.62
18575,83894,3317,34041820.2
18576,83895,3317,34056763.79
18577,83896,3317,34071707.37
18578,83897,3317,34086650.96
18579,83898,3317,34101594.54
18580,83899,3317,34116538.13
18581,83900,3317,34131481.71
18582,83901,3317,34146425.3
18583,83902,3317,34161368.88
18584,83903,3317,34176312.46
18585,83904,3317,34191256.05
18586,83905,3317,34206199.63
18587,83906,3317,34221143.22
18588,83907,3317,34236086.8
18589,83908,3317,34251030.39
18590,83909,3317,34265973.97
18591,83910,3317,34280917.56
18592,83911,3317,34295861.14
18593,83912,3317,34310804.72
18594,83913,3317,34325748.31
18595,83914,3317,34340691.89
18596,83915,3317,34355635.48
18597,83916,3317,34370579.06
18598,83917,3317,34385522.65
18599,83918,3317,34400466.23
18600,83919,3317,34415409.82
18601,83920,3317,34430353.4
18602,83921,3317,34445296.98
18603,83922,3317,34460240.57
18604,83923,3317,34475184.15
18605,83924,3317,34490127.74
18606,83925,3317,34505071.32
18607,83926,3317,34520014.91
18608,83927,3317,34534958.49
18609,83928,3317,34549902.08
18610,83929,3317,34564845.66
18611,83930,3317,34579789.24
18612,83931,3317,34594732.83
18613,83932,3317,34609676.41
18614,83933,3317,34624620
18615,83934,3317,34639563.58
18616,83935,3317,34654507.17
18617,83936,3317,34669450.75
18618,83937,3317,34684394.34
18619,83938,3317,34699337.92
18620,83939,3317,34714281.5
18621,83940,3317,34729225.09
18622,83941,3317,34744168.67
18623,83942,3317,34759112.26
18624,83943,3317,34774055.84
18625,83944,3317,34788999.43
18626,83945,3317,34803943.01
18627,83946,3317,34818886.6
18628,83947,3317,34833830.18
18629,83948,3317,34848773.76
18630,83949,3317,34863717.35
18631,83950,3317,34878660.93
18632,83951,3317,34893604.52
18633,83952,3317,34908548.1
18634,83953,3317,34923491.69
18635,83954,3317,34938435.27
18636,83955,3317,34953378.86
18637,83956,3317,34968322.44
18638,83957,3317,34983266.02
18639,83958,3317,34998209.61
18640,83959,3317,35013153.19
18641,83960,3317,35028096.78
18642,83961,3317,35043040.36
18643,83962,3317,35057983.95
18644,83963,3317,35072927.53
18645,83964,3317,35087871.12
18646,83965,3317,35102814.7
18647,83966,3317,35117758.28
18648,83967,3317,35132701.87
18649,83968,3317,35147645.45
18650,83969,3317,35162589.04
18651,83970,3317,35177532.62
18652,83971,3317,35192476.21
18653,83972,3317,35207419.79
18654,83973,3317,35222363.38
18655,83974,3317,35237306.96
18656,83975,3317,35252250.54
18657,83976,3317,35267194.13
18658,83977,3317,35282137.71
18659,83978,3317,35297081.3
18660,83979,3317,35312024.88
18661,83980,3317,35326968.47
18662,83981,3317,35341912.05
18663,83982,3317,35356855.64
18664,83983,3317,35371799.22
18665,83984,3317,35386742.8
18666,83985,3317,35401686.39
18667,83986,3317,35416629.97
18668,83987,3317,35431573.56
18669,83988,3317,35446517.14
18670,83989,3317,35461460.73
18671,83990,3317,35476404.31
18672,83991,3317,35491347.9
18673,83992,3317,35506291.48
18674,83993,3317,35521235.06
18675,83994,3317,35536178.65
18676,83995,3317,35551122.23
18677,83996,3317,35566065.82
18678,83997,3317,35581009.4
18679,83998,3317,35595952.99
18680,83999,3317,35610896.57
18681,84000,3317,35625840.16
18682,84001,3317,35640783.74
18683,84002,3317,35655727.32
18684,84003,3317,35670670.91
18685,84004,3317,35685614.49
18686,84005,3317,35700558.08
18687,84006,3317,35715501.66
18688,84007,3317,35730445.25
18689,84008,3317,35745388.83
18690,84009,3317,35760332.42
18691,84010,3317,35775276
18692,84011,3317,35790219.58
18693,84012,3317,35805163.17
18694,84013,3317,35820106.75
18695,84014,3317,35835050.34
18696,84015,3317,35849993.92
18697,84016,3317,35864937.51
18698,84017,3317,35879881.09
18699,84018,3317,35894824.68
18700,84019,3317,35909768.26
18701,84020,3317,35924711.84
18702,84021,3317,35939655.43
18703,84022,3317,35954599.01
18704,84023,3317,35969542.6
18705,84024,3317,35984486.18
18706,84025,3317,35999429.77
18707,84026,3317,36014373.35
18708,84027,3317,36029316.94
18709,84028,3317,36044260.52
18710,84029,3317,36059204.11
18711,84030,3317,36074147.69
18712,84031,3317,36089091.27
18713,84032,3317,36104034.86
18714,84033,3317,36118978.44
18715,84034,3317,36133922.03
18716,84035,3317,36148865.61
18717,84036,3317,36163809.2
18718,84037,3317,36178752.78
18719,84038,3317,36193696.37
18720,84039,3317,36208639.95
18721,84040,3317,36223583.53
18722,84041,3317,36238527.12
18723,84042,3317,36253470.7
18724,84043,3317,36268414.29
18725,84044,3317,36283357.87
18726,84045,3317,36298301.46
18727,84046,3317,36313245.04
18728,84047,3317,36328188.63
18729,84048,3317,36343132.21
18730,84049,3317,36358075.79
18731,84050,3317,36373019.38
18732,84051,3317,36387962.96
18733,84052,3317,36402906.55
18734,84053,3317,36417850.13
18735,84054,3317,36432793.72
18736,84055,3317,36447737.3
18737,84056,3317,36462680.89
18738,84057,3317,36477624.47
18739,84058,3317,36492568.05
18740,84059,3317,36507511.64
18741,84060,3317,36522455.22
18742,84061,3317,36537398.81
18743,84062,3317,36552342.39
18744,84063,3317,36567285.98
18745,84064,3317,36582229.56
18746,84065,3317,36597173.15
18747,84066,3317,36612116.73
18748,84067,3317,36627060.31
18749,84068,3317,36642003.9
18750,84069,3317,36656947.48
18751,84070,3317,36671891.07
18752,84071,3317,36686834.65
18753,84072,3317,36701778.24
18754,84073,3317,36716721.82
18755,84074,3317,36731665.41
18756,84075,3317,36746608.99
18757,84076,3317,36761552.57
18758,84077,3317,36776496.16
18759,84078,3317,36791439.74
18760,84079,3317,36806383.33
18761,84080,3317,36821326.91
18762,84081,3317,36836270.5
18763,84082,3317,36851214.08
18764,84083,3317,36866157.67
18765,84084,3317,36881101.25
18766,84085,3317,36896044.83
18767,84086,3317,36910988.42
18768,84087,3317,36925932
18769,84088,3317,36940875.59
18770,84089,3317,36955819.17
18771,84090,3317,36970762.76
18772,84091,3317,36985706.34
18773,84092,3317,37000649.93
18774,84093,3317,37015593.51
18775,84094,3317,37030537.09
18776,84095,3317,37045480.68
18777,84096,3317,37060424.26
18778,84097,3317,37075367.85
18779,84098,3317,37090311.43
18780,84099,3317,37105255.02
18781,84100,3317,37120198.6
18782,84101,3317,37135142.19
18783,84102,3317,37150085.77
18784,84103,3317,37165029.35
18785,84104,3317,37179972.94
18786,84105,3317,37194916.52
18787,84106,3317,37209860.11
18788,84107,3317,37224803.69
18789,84108,3317,37239747.28
18790,84109,3317,37254690.86
18791,84110,3317,37269634.45
18792,84111,3317,37284578.03
18793,84112,3317,37299521.61
18794,84113,3317,37314465.2
18795,84114,3317,37329408.78
18796,84115,3317,37344352.37
18797,84116,3317,37359295.95
18798,84117,3317,37374239.54
18799,84118,3317,37389183.12
18800,84119,3317,37404126.71
18801,84120,3317,37419070.29
18802,84121,3317,37434013.87
18803,84122,3317,37448957.46
18804,84123,3317,37463901.04
18805,84124,3317,37478844.63
18806,84125,3317,37493788.21
18807,84126,3317,37508731.8
18808,84127,3317,37523675.38
18809,84128,3317,37538618.97
18810,84129,3317,37553562.55
18811,84130,3317,37568506.13
18812,84131,3317,37583449.72
18813,84132,3317,37598393.3
18814,84133,3317,37613336.89
18815,84134,3317,37628280.47
18816,84135,3317,37643224.06
18817,84136,3317,37658167.64
18818,84137,3317,37673111.23
18819,84138,3317,37688054.81
18820,84139,3317,37702998.39
18821,84140,3317,37717941.98
18822,84141,3317,37732885.56
18823,84142,3317,37747829.15
18824,84143,3317,37762772.73
18825,84144,3317,37777716.32
18826,84145,3317,37792659.9
18827,84146,3317,37807603.49
18828,84147,3317,37822547.07
18829,84148,3317,37837490.65
18830,84149,3317,37852434.24
18831,84150,3317,37867377.82
18832,84151,3317,37882321.41
18833,84152,3317,37897264.99
18834,84153,3317,37912208.58
18835,84154,3317,37927152.16
18836,84155,3317,37942095.75
18837,84156,3317,37957039.33
18838,84157,3317,37971982.91
18839,84158,3317,37986926.5
18840,84159,3317,38001870.08
18841,84160,3317,38016813.67
18842,84161,3317,38031757.25
18843,84162,3317,38046700.84
18844,84163,3317,38061644.42
18845,84164,3317,38076588.01
18846,84165,3317,38091531.59
18847,84166,3317,38106475.17
18848,84167,3317,38121418.76
18849,84168,3317,38136362.34
18850,84169,3317,38151305.93
18851,84170,3317,38166249.51
18852,84171,3317,38181193.1
18853,84172,3317,38196136.68
18854,84173,3317,38211080.27
18855,84174,3317,38226023.85
18856,84175,3317,38240967.43
18857,84176,3317,38255911.02
18858,84177,3317,38270854.6
18859,84178,3317,38285798.19
18860,84179,3317,38300741.77
18861,84180,3317,38315685.36
18862,84181,3317,38330628.94
18863,84182,3317,38345572.53
18864,84183,3317,38360516.11
18865,84184,3317,38375459.69
18866,84185,3317,38390403.28
18867,84186,3317,38405346.86
18868,84187,3317,38420290.45
18869,84188,3317,38435234.03
18870,84189,3317,38450177.62
18871,84190,3317,38465121.2
18872,84191,3317,38480064.79
18873,84192,3317,38495008.37
18874,84193,3317,38509951.96
18875,84194,3317,38524895.54
18876,84195,3317,38539839.12
18877,84196,3317,38554782.71
18878,84197,3317,38569726.29
18879,84198,3317,38584669.88
18880,84199,3317,38599613.46
18881,84200,3317,38614557.05
18882,84201,3317,38629500.63
18883,84202,3317,38644444.22
18884,84203,3317,38659387.8
18885,84204,3317,38674331.38
18886,84205,3317,38689274.97
18887,84206,3317,38704218.55
18888,84207,3317,38719162.14
18889,84208,3317,38734105.72
18890,84209,3317,38749049.31
18891,84210,3317,38763992.89
18892,84211,3317,38778936.48
18893,84212,3317,38793880.06
18894,84213,3317,38808823.64
18895,84214,3317,38823767.23
18896,84215,3317,38838710.81
18897,84216,3317,38853654.4
18898,84217,3317,38868597.98
18899,84218,3317,38883541.57
18900,84219,3317,38898485.15
18901,84220,3317,38913428.74
18902,84221,3317,38928372.32
18903,84222,3317,38943315.9
18904,84223,3317,38958259.49
18905,84224,3317,38973203.07
18906,84225,3317,38988146.66
18907,84226,3317,39003090.24
18908,84227,3317,39018033.83
18909,84228,3317,39032977.41
18910,84229,3317,39047921
18911,84230,3317,39062864.58
18912,84231,3317,39077808.16
18913,84232,3317,39092751.75
18914,84233,3317,39107695.33
18915,84234,3317,39122638.92
18916,84235,3317,39137582.5
18917,84236,3317,39152526.09
18918,84237,3317,39167469.67
18919,84238,3317,39182413.26
18920,84239,3317,39197356.84
18921,84240,3317,39212300.42
18922,84241,3317,39227244.01
18923,84242,3317,39242187.59
18924,84243,3317,39257131.18
18925,84244,3317,39272074.76
18926,84245,3317,39287018.35
18927,84246,3317,39301961.93
18928,84247,3317,39316905.52
18929,84248,3317,39331849.1
18930,84249,3317,39346792.68
18931,84250,3317,39361736.27
18932,84251,3317,39376679.85
18933,84252,3317,39391623.44
18934,84253,3317,39406567.02
18935,84254,3317,39421510.61
18936,84255,3317,39436454.19
18937,84256,3317,39451397.78
18938,84257,3317,39466341.36
18939,84258,3317,39481284.94
18940,84259,3317,39496228.53
18941,84260,3317,39511172.11
18942,84261,3317,39526115.7
18943,84262,3317,39541059.28
18944,84263,3317,39556002.87
18945,84264,3317,39570946.45
18946,84265,3317,39585890.04
18947,84266,3317,39600833.62
18948,84267,3317,39615777.2
18949,84268,3317,39630720.79
18950,84269,3317,39645664.37
18951,84270,3317,39660607.96
18952,84271,3317,39675551.54
18953,84272,3317,39690495.13
18954,84273,3317,39705438.71
18955,84274,3317,39720382.3
18956,84275,3317,39735325.88
18957,84276,3317,39750269.46
18958,84277,3317,39765213.05
18959,84278,3317,39780156.63
18960,84279,3317,39795100.22
18961,84280,3317,39810043.8
18962,84281,3317,39824987.39
18963,84282,3317,39839930.97
18964,84283,3317,39854874.56
18965,84284,3317,39869818.14
18966,84285,3317,39884761.72
18967,84286,3317,39899705.31
18968,84287,3317,39914648.89
18969,84288,3317,39929592.48
18970,84289,3317,39944536.06
18971,84290,3317,39959479.65
18972,84291,3317,39974423.23
18973,84292,3317,39989366.82
18974,84293,3317,40004310.4
18975,84294,3317,40019253.98
18976,84295,3317,40034197.57
18977,84296,3317,40049141.15
18978,84297,3317,40064084.74
18979,84298,3317,40079028.32
18980,84299,3317,40093971.91
18981,84300,3317,40108915.49
18982,84301,3317,40123859.08
18983,84302,3317,40138802.66
18984,84303,3317,40153746.24
18985,84304,3317,40168689.83
18986,84305,3317,40183633.41
18987,84306,3317,40198577
18988,84307,3317,40213520.58
18989,84308,3317,40228464.17
18990,84309,3317,40243407.75
18991,84310,3317,40258351.34
18992,84311,3317,40273294.92
18993,84312,3317,40288238.5
18994,84313,3317,40303182.09
18995,84314,3317,40318125.67
18996,84315,3317,40333069.26
18997,84316,3317,40348012.84
18998,84317,3317,40362956.43
18999,84318,3317,40377900.01
19000,84319,3317,40392843.6
19001,84320,3317,40407787.18
19002,84321,3317,40422730.76
19003,84322,3317,40437674.35
19004,84323,3317,40452617.93
19005,84324,3317,40467561.52
19006,84325,3317,40482505.1
19007,84326,3317,40497448.69
19008,84327,3317,40512392.27
19009,84328,3317,40527335.86
19010,84329,3317,40542279.44
19011,84330,3317,40557223.02
19012,84331,3317,40572166.61
19013,84332,3317,40587110.19
19014,84333,3317,40602053.78
19015,84334,3317,40616997.36
19016,84335,3317,40631940.95
19017,84336,3317,40646884.53
19018,84337,3317,40661828.12
19019,84338,3317,40676771.7
19020,84339,3317,40691715.28
19021,84340,3317,40706658.87
19022,84341,3317,40721602.45
19023,84342,3317,40736546.04
19024,84343,3317,40751489.62
19025,84344,3317,40766433.21
19026,84345,3317,40781376.79
19027,84346,3317,40796320.38
19028,84347,3317,40811263.96
19029,84348,3317,40826207.55
19030,84349,3317,40841151.13
19031,84350,3317,40856094.71
19032,84351,3317,40871038.3
19033,84352,3317,40885981.88
19034,84353,3317,40900925.47
19035,84354,3317,40915869.05
19036,84355,3317,40930812.64
19037,84356,3317,40945756.22
19038,84357,3317,40960699.81
19039,84358,3317,40975643.39
19040,84359,3317,40990586.97
19041,84360,3317,41005530.56
19042,84361,3317,41020474.14
19043,84362,3317,41035417.73
19044,84363,3317,41050361.31
19045,84364,3317,41065304.9
19046,84365,3317,41080248.48
19047,84366,3317,41095192.07
19048,84367,3317,41110135.65
19049,84368,3317,41125079.23
19050,84369,3317,41140022.82
19051,84370,3317,41154966.4
19052,84371,3317,41169909.99
19053,84372,3317,41184853.57
19054,84373,3317,41199797.16
19055,84374,3317,41214740.74
19056,84375,3317,41229684.33
19057,84376,3317,41244627.91
19058,84377,3317,41259571.49
19059,84378,3317,41274515.08
19060,84379,3317,41289458.66
19061,84380,3317,41304402.25
19062,84381,3317,41319345.83
19063,84382,3317,41334289.42
19064,84383,3317,41349233
19065,84384,3317,41364176.59
19066,84385,3317,41379120.17
19067,84386,3317,41394063.75
19068,84387,3317,41409007.34
19069,84388,3317,41423950.92
19070,84389,3317,41438894.51
19071,84390,3317,41453838.09
19072,84391,3317,41468781.68
19073,84392,3317,41483725.26
19074,84393,3317,41498668.85
19075,84394,3317,41513612.43
19076,84395,3317,41528556.01
19077,84396,3317,41543499.6
19078,84397,3317,41558443.18
19079,84398,3317,41573386.77
19080,84399,3317,41588330.35
19081,84400,3317,41603273.94
19082,84401,3317,41618217.52
19083,84402,3317,41633161.11
19084,84403,3317,41648104.69
19085,84404,3317,41663048.27
19086,84405,3317,41677991.86
19087,84406,3317,41692935.44
19088,84407,3317,41707879.03
19089,84408,3317,41722822.61
19090,84409,3317,41737766.2
19091,84410,3317,41752709.78
19092,84411,3317,41767653.37
19093,84412,3317,41782596.95
19094,84413,3317,41797540.53
19095,84414,3317,41812484.12
19096,84415,3317,41827427.7
19097,84416,3317,41842371.29
19098,84417,3317,41857314.87
19099,84418,3317,41872258.46
19100,84419,3317,41887202.04
19101,84420,3317,41902145.63
19102,84421,3317,41917089.21
19103,84422,3317,41932032.79
19104,84423,3317,41946976.38
19105,84424,3317,41961919.96
19106,84425,3317,41976863.55
19107,84426,3317,41991807.13
19108,84427,3317,42006750.72
19109,84428,3317,42021694.3
19110,84429,3317,42036637.89
19111,84430,3317,42051581.47
19112,84431,3317,42066525.05
19113,84432,3317,42081468.64
19114,84433,3317,42096412.22
19115,84434,3317,42111355.81
19116,84435,3317,42126299.39
19117,84436,3317,42141242.98
19118,84437,3317,42156186.56
19119,84438,3317,42171130.15
19120,84439,3317,42186073.73
19121,84440,3317,42201017.31
19122,84441,3317,42215960.9
19123,84442,3317,42230904.48
19124,84443,3317,42245848.07
19125,84444,3317,42260791.65
19126,84445,3317,42275735.24
19127,84446,3317,42290678.82
19128,84447,3317,42305622.41
19129,84448,3317,42320565.99
19130,84449,3317,42335509.57
19131,84450,3317,42350453.16
19132,84451,3317,42365396.74
19133,84452,3317,42380340.33
19134,84453,3317,42395283.91
19135,84454,3317,42410227.5
19136,84455,3317,42425171.08
19137,84456,3317,42440114.67
19138,84457,3317,42455058.25
19139,84458,3317,42470001.83
19140,84459,3317,42484945.42
